tahun,provinsi,kabupaten_kota,kecamatan,kode_prov,kode_kabkota,kode_kec,jenjang,jumlah_satuan_pendidikan,date_pull,jumlah_laki,jumlah_perempuan,jumlah_alergi,jumlah_fobia,jumlah_intoleransi,jumlah_penerima_manfaat,jumlah_kondisi_khusus,jumlah_satpen_negeri,jumlah_satpen_swasta,__source_file
2026,Prov. Papua Pegunungan,Kab. Tolikara,Kec. Kembu,380000,380400,380404,SD,1,2026-06-08 23:03:17,250,204,0,0,0,454,0,0,1,Full_Provinsi_Data.csv
2026,Prov. Kalimantan Utara,Kab. Bulungan,Kec. Tanjung Selor,340000,340200,340209,SMK,1,2026-06-08 23:02:23,448,1174,93,0,0,1622,93,1,0,Full_Provinsi_Data.csv
2026,Prov. Banten,Kota Tangerang,Kec. Jati uwung,280000,286100,286104,SMP,2,2026-06-08 22:57:41,576,580,0,0,0,1156,0,1,1,Full_Provinsi_Data.csv
2026,Prov. Banten,Kota Tangerang,Kec. Periuk,280000,286100,286112,SMP,1,2026-06-08 22:57:41,974,948,0,0,0,1922,0,1,0,Full_Provinsi_Data.csv
2026,Prov. Banten,Kota Tangerang,Kec. Tangerang,280000,286100,286103,SMP,1,2026-06-08 22:57:41,804,772,0,0,0,1576,0,1,0,Full_Provinsi_Data.csv
2026,Prov. Banten,Kota Cilegon,Kec. Cilegon,280000,286000,286003,SD,1,2026-06-08 22:57:40,164,122,0,0,0,286,0,0,1,Full_Provinsi_Data.csv
2026,Prov. Banten,Kab. Serang,Kec. Baros,280000,280400,280405,SMK,1,2026-06-08 22:57:39,928,956,0,0,0,1884,0,0,1,Full_Provinsi_Data.csv
2026,Prov. Banten,Kab. Tangerang,Kec. Kosambi,280000,280300,280321,PAUD,1,2026-06-08 22:57:39,28,40,0,0,0,68,0,0,1,Full_Provinsi_Data.csv
2026,Prov. Banten,Kab. Tangerang,Kec. Kresek,280000,280300,280314,PAUD,1,2026-06-08 22:57:40,36,42,0,0,0,78,0,0,1,Full_Provinsi_Data.csv
2026,Prov. Banten,Kab. Lebak,Kec. Banjarsari,280000,280200,280206,SMA,1,2026-06-08 22:57:36,868,914,0,0,0,1782,0,1,0,Full_Provinsi_Data.csv
2026,Prov. Banten,Kab. Lebak,Kec. Cibeber,280000,280200,280204,PAUD,1,2026-06-08 22:57:36,34,26,0,1,0,60,1,0,1,Full_Provinsi_Data.csv
2026,Prov. Banten,Kab. Lebak,Kec. Cibeber,280000,280200,280204,SMP,1,2026-06-08 22:57:36,204,210,0,2,0,414,2,1,0,Full_Provinsi_Data.csv
2026,Prov. Banten,Kab. Lebak,Kec. Cihara,280000,280200,280224,PAUD,2,2026-06-08 22:57:36,72,60,0,0,35,132,35,0,2,Full_Provinsi_Data.csv
2026,Prov. Banten,Kab. Lebak,Kec. Cihara,280000,280200,280224,SD,1,2026-06-08 22:57:36,70,98,0,0,0,168,0,1,0,Full_Provinsi_Data.csv
2026,Prov. Banten,Kab. Lebak,Kec. Cihara,280000,280200,280224,SMA,1,2026-06-08 22:57:36,194,186,0,0,0,380,0,1,0,Full_Provinsi_Data.csv
2026,Prov. Banten,Kab. Lebak,Kec. Cikulur,280000,280200,280215,PAUD,1,2026-06-08 22:57:36,54,58,0,1,46,112,47,0,1,Full_Provinsi_Data.csv
2026,Prov. Banten,Kab. Lebak,Kec. Cileles,280000,280200,280207,SD,1,2026-06-08 22:57:36,214,188,0,0,0,402,0,1,0,Full_Provinsi_Data.csv
2026,Prov. Banten,Kab. Lebak,Kec. Cilograng,280000,280200,280223,PAUD,1,2026-06-08 22:57:37,10,10,0,0,0,20,0,0,1,Full_Provinsi_Data.csv
2026,Prov. Banten,Kab. Lebak,Kec. Cipanas,280000,280200,280212,SD,1,2026-06-08 22:57:37,168,188,0,0,0,356,0,1,0,Full_Provinsi_Data.csv
2026,Prov. Banten,Kab. Lebak,Kec. Gunung kencana,280000,280200,280208,SD,1,2026-06-08 22:57:37,68,76,0,0,0,144,0,1,0,Full_Provinsi_Data.csv
2026,Prov. Banten,Kab. Lebak,Kec. Kalanganyar,280000,280200,280228,SD,2,2026-06-08 22:57:37,734,734,0,0,0,1468,0,1,1,Full_Provinsi_Data.csv
2026,Prov. Banten,Kab. Lebak,Kec. Leuwidamar,280000,280200,280210,SD,1,2026-06-08 22:57:37,302,278,0,0,0,580,0,1,0,Full_Provinsi_Data.csv
2026,Prov. Banten,Kab. Lebak,Kec. Leuwidamar,280000,280200,280210,SMP,1,2026-06-08 22:57:37,184,196,0,0,0,380,0,1,0,Full_Provinsi_Data.csv
2026,Prov. Banten,Kab. Lebak,Kec. Maja,280000,280200,280219,SMP,1,2026-06-08 22:57:37,112,92,0,0,0,204,0,1,0,Full_Provinsi_Data.csv
2026,Prov. Banten,Kab. Lebak,Kec. Malingping,280000,280200,280201,PAUD,2,2026-06-08 22:57:38,98,82,0,0,0,180,0,0,2,Full_Provinsi_Data.csv
2026,Prov. Banten,Kab. Lebak,Kec. Muncang,280000,280200,280211,SD,2,2026-06-08 22:57:38,104,100,0,0,0,204,0,2,0,Full_Provinsi_Data.csv
2026,Prov. Banten,Kab. Lebak,Kec. Muncang,280000,280200,280211,SMP,1,2026-06-08 22:57:38,82,86,0,0,0,168,0,1,0,Full_Provinsi_Data.csv
2026,Prov. Banten,Kab. Lebak,Kec. Rangkasbitung,280000,280200,280218,PAUD,2,2026-06-08 22:57:38,120,132,0,1,0,252,1,1,1,Full_Provinsi_Data.csv
2026,Prov. Banten,Kab. Lebak,Kec. Sajira,280000,280200,280213,SMP,1,2026-06-08 22:57:38,918,768,0,0,0,1686,0,1,0,Full_Provinsi_Data.csv
2026,Prov. Banten,Kab. Lebak,Kec. Sobang,280000,280200,280221,SD,2,2026-06-08 22:57:38,460,458,0,0,0,918,0,2,0,Full_Provinsi_Data.csv
2026,Prov. Banten,Kab. Lebak,Kec. Warunggunung,280000,280200,280216,SD,3,2026-06-08 22:57:39,440,438,0,2,0,878,2,2,1,Full_Provinsi_Data.csv
2026,Prov. Banten,Kab. Pandeglang,Kec. Mandalawangi,280000,280100,280115,SD,1,2026-06-08 22:57:39,124,78,0,0,0,202,0,1,0,Full_Provinsi_Data.csv
2026,Prov. Banten,Kab. Pandeglang,Kec. Munjul,280000,280100,280107,SLB,1,2026-06-08 22:57:39,68,48,0,0,0,116,0,0,1,Full_Provinsi_Data.csv
2026,Prov. Banten,Kab. Pandeglang,Kec. Panimbang,280000,280100,280106,SD,1,2026-06-08 22:57:39,112,128,0,0,0,240,0,1,0,Full_Provinsi_Data.csv
2026,Prov. Jawa Barat,Kota Banjar,Kec. Banjar,020000,026900,026901,PAUD,9,2026-06-08 22:59:07,202,208,2,0,0,410,2,0,9,Full_Provinsi_Data.csv
2026,Prov. Jawa Barat,Kota Banjar,Kec. Banjar,020000,026900,026901,SD,1,2026-06-08 22:59:07,158,152,0,3,0,310,3,1,0,Full_Provinsi_Data.csv
2026,Prov. Jawa Barat,Kota Banjar,Kec. Langensari,020000,026900,026904,PAUD,2,2026-06-08 22:59:07,64,66,0,0,0,130,0,0,2,Full_Provinsi_Data.csv
2026,Prov. Jawa Barat,Kota Banjar,Kec. Langensari,020000,026900,026904,SD,9,2026-06-08 22:59:07,1330,1212,23,0,0,2542,23,9,0,Full_Provinsi_Data.csv
2026,Prov. Jawa Barat,Kota Banjar,Kec. Pataruman,020000,026900,026903,PAUD,11,2026-06-08 22:59:07,334,380,0,2,0,714,2,0,11,Full_Provinsi_Data.csv
2026,Prov. Jawa Barat,Kota Banjar,Kec. Pataruman,020000,026900,026903,SD,12,2026-06-08 22:59:08,482,512,0,2,0,994,2,12,0,Full_Provinsi_Data.csv
2026,Prov. Jawa Barat,Kota Banjar,Kec. Purwaharja,020000,026900,026902,PAUD,3,2026-06-08 22:59:08,150,154,0,0,0,304,0,0,3,Full_Provinsi_Data.csv
2026,Prov. Jawa Barat,Kota Banjar,Kec. Purwaharja,020000,026900,026902,SD,4,2026-06-08 22:59:08,468,454,3,0,0,922,3,4,0,Full_Provinsi_Data.csv
2026,Prov. Jawa Barat,Kota Tasikmalaya,Kec. Cihideung,020000,026800,026807,PAUD,1,2026-06-08 22:59:14,24,20,0,0,0,44,0,0,1,Full_Provinsi_Data.csv
2026,Prov. Jawa Barat,Kota Tasikmalaya,Kec. Cipedes,020000,026800,026806,PAUD,2,2026-06-08 22:59:14,56,38,1,0,0,94,1,0,2,Full_Provinsi_Data.csv
2026,Prov. Jawa Barat,Kota Tasikmalaya,Kec. Indihiang,020000,026800,026805,SD,1,2026-06-08 22:59:14,412,414,0,0,0,826,0,1,0,Full_Provinsi_Data.csv
2026,Prov. Jawa Barat,Kota Tasikmalaya,Kec. Indihiang,020000,026800,026805,SMA,1,2026-06-08 22:59:14,1278,1488,116,116,116,2766,348,1,0,Full_Provinsi_Data.csv
2026,Prov. Jawa Barat,Kota Tasikmalaya,Kec. Mangkubumi,020000,026800,026804,SMA,2,2026-06-08 22:59:15,1372,1628,0,0,0,3000,0,1,1,Full_Provinsi_Data.csv
2026,Prov. Jawa Barat,Kota Tasikmalaya,Kec. Purbaratu,020000,026800,026809,PAUD,2,2026-06-08 22:59:15,38,48,0,0,0,86,0,0,2,Full_Provinsi_Data.csv
2026,Prov. Jawa Barat,Kota Tasikmalaya,Kec. Tamansari,020000,026800,026802,PAUD,1,2026-06-08 22:59:15,12,12,0,0,0,24,0,0,1,Full_Provinsi_Data.csv
2026,Prov. Jawa Barat,Kota Tasikmalaya,Kec. Tawang,020000,026800,026808,PAUD,2,2026-06-08 22:59:15,88,72,0,0,0,160,0,0,2,Full_Provinsi_Data.csv
2026,Prov. Jawa Barat,Kota Tasikmalaya,Kec. Tawang,020000,026800,026808,SD,4,2026-06-08 22:59:16,152,172,22,14,38,324,74,3,1,Full_Provinsi_Data.csv
2026,Prov. Jawa Barat,Kota Cimahi,Kec. Cimahi Selatan,020000,026700,026701,SD,6,2026-06-08 22:59:11,1440,1374,26,5,189,2814,220,6,0,Full_Provinsi_Data.csv
2026,Prov. Jawa Barat,Kota Cimahi,Kec. Cimahi Selatan,020000,026700,026701,SMP,3,2026-06-08 22:59:11,2476,2358,0,0,10,4834,10,3,0,Full_Provinsi_Data.csv
2026,Prov. Jawa Barat,Kota Cimahi,Kec. Cimahi Tengah,020000,026700,026702,SD,9,2026-06-08 22:59:11,4004,3616,92,12,0,7620,104,9,0,Full_Provinsi_Data.csv
2026,Prov. Jawa Barat,Kota Cimahi,Kec. Cimahi Tengah,020000,026700,026702,SMP,3,2026-06-08 22:59:11,1714,1748,3,1,0,3462,4,2,1,Full_Provinsi_Data.csv
2026,Prov. Jawa Barat,Kota Cimahi,Kec. Cimahi Utara,020000,026700,026703,PAUD,9,2026-06-08 22:59:12,118,108,0,2,0,226,2,0,9,Full_Provinsi_Data.csv
2026,Prov. Jawa Barat,Kota Cimahi,Kec. Cimahi Utara,020000,026700,026703,SD,5,2026-06-08 22:59:12,1186,1088,29,3,0,2274,32,5,0,Full_Provinsi_Data.csv
2026,Prov. Jawa Barat,Kota Cimahi,Kec. Cimahi Utara,020000,026700,026703,SMP,4,2026-06-08 22:59:12,2222,2304,26,0,0,4526,26,3,1,Full_Provinsi_Data.csv
2026,Prov. Jawa Barat,Kota Depok,Kec. Beji,020000,026600,026605,SD,2,2026-06-08 22:59:13,748,794,21,0,0,1542,21,2,0,Full_Provinsi_Data.csv
2026,Prov. Jawa Barat,Kota Depok,Kec. Cimanggis,020000,026600,026604,SD,2,2026-06-08 22:59:13,326,312,101,0,0,638,101,2,0,Full_Provinsi_Data.csv
2026,Prov. Jawa Barat,Kota Bekasi,Kec. Bekasi Selatan,020000,026500,026505,SMP,1,2026-06-08 22:59:08,1118,1098,7,0,0,2216,7,1,0,Full_Provinsi_Data.csv
2026,Prov. Jawa Barat,Kota Cirebon,Kec. Harjamukti,020000,026300,026301,PAUD,3,2026-06-08 22:59:12,166,170,3,0,0,336,3,1,2,Full_Provinsi_Data.csv
2026,Prov. Jawa Barat,Kota Cirebon,Kec. Kejaksan,020000,026300,026305,PAUD,2,2026-06-08 22:59:12,126,128,115,0,5,254,120,0,2,Full_Provinsi_Data.csv
2026,Prov. Jawa Barat,Kota Cirebon,Kec. Kejaksan,020000,026300,026305,SD,6,2026-06-08 22:59:12,970,1052,7,0,0,2022,7,6,0,Full_Provinsi_Data.csv
2026,Prov. Jawa Barat,Kota Cirebon,Kec. Kesambi,020000,026300,026304,PAUD,1,2026-06-08 22:59:12,38,28,0,0,0,66,0,0,1,Full_Provinsi_Data.csv
2026,Prov. Jawa Barat,Kota Cirebon,Kec. Kesambi,020000,026300,026304,PKBM,1,2026-06-08 22:59:13,160,0,0,0,0,160,0,0,1,Full_Provinsi_Data.csv
2026,Prov. Jawa Barat,Kota Cirebon,Kec. Kesambi,020000,026300,026304,SD,11,2026-06-08 22:59:13,498,444,28,8,6,942,42,10,1,Full_Provinsi_Data.csv
2026,Prov. Jawa Barat,Kota Cirebon,Kec. Kesambi,020000,026300,026304,SLB,2,2026-06-08 22:59:13,292,190,0,0,0,482,0,1,1,Full_Provinsi_Data.csv
2026,Prov. Jawa Barat,Kota Cirebon,Kec. Lemahwungkuk,020000,026300,026302,SD,3,2026-06-08 22:59:13,468,496,0,0,0,964,0,3,0,Full_Provinsi_Data.csv
2026,Prov. Jawa Barat,Kota Cirebon,Kec. Lemahwungkuk,020000,026300,026302,SMP,2,2026-06-08 22:59:13,640,562,23,4,5,1202,32,2,0,Full_Provinsi_Data.csv
2026,Prov. Jawa Barat,Kota Sukabumi,Kec. Cibeureum,020000,026200,026207,SMP,1,2026-06-08 22:59:13,774,736,18,8,0,1510,26,1,0,Full_Provinsi_Data.csv
2026,Prov. Jawa Barat,Kota Sukabumi,Kec. Cikole,020000,026200,026205,SMP,2,2026-06-08 22:59:13,1490,1448,28,2,0,2938,30,2,0,Full_Provinsi_Data.csv
2026,Prov. Jawa Barat,Kota Sukabumi,Kec. Citamiang,020000,026200,026202,SMP,2,2026-06-08 22:59:14,572,564,13,2,2,1136,17,2,0,Full_Provinsi_Data.csv
2026,Prov. Jawa Barat,Kota Sukabumi,Kec. Lembur Situ,020000,026200,026206,PAUD,1,2026-06-08 22:59:14,24,12,0,0,0,36,0,0,1,Full_Provinsi_Data.csv
2026,Prov. Jawa Barat,Kota Sukabumi,Kec. Lembur Situ,020000,026200,026206,SMP,1,2026-06-08 22:59:14,810,894,0,0,0,1704,0,1,0,Full_Provinsi_Data.csv
2026,Prov. Jawa Barat,Kota Sukabumi,Kec. Warudoyong,020000,026200,026203,SMP,3,2026-06-08 22:59:14,632,672,48,0,0,1304,48,3,0,Full_Provinsi_Data.csv
2026,Prov. Jawa Barat,Kota Bogor,Kec. Kota Bogor Barat,020000,026100,026105,PAUD,9,2026-06-08 22:59:09,362,346,0,1,3,708,4,0,9,Full_Provinsi_Data.csv
2026,Prov. Jawa Barat,Kota Bogor,Kec. Kota Bogor Barat,020000,026100,026105,SKB,1,2026-06-08 22:59:10,658,426,0,0,0,1084,0,1,0,Full_Provinsi_Data.csv
2026,Prov. Jawa Barat,Kota Bogor,Kec. Kota Bogor Selatan,020000,026100,026101,PAUD,5,2026-06-08 22:59:10,214,198,0,1,0,412,1,0,5,Full_Provinsi_Data.csv
2026,Prov. Jawa Barat,Kota Bogor,Kec. Kota Bogor Selatan,020000,026100,026101,SD,1,2026-06-08 22:59:10,300,268,0,0,0,568,0,1,0,Full_Provinsi_Data.csv
2026,Prov. Jawa Barat,Kota Bogor,Kec. Kota Bogor Selatan,020000,026100,026101,SMP,3,2026-06-08 22:59:10,1636,1598,0,0,0,3234,0,3,0,Full_Provinsi_Data.csv
2026,Prov. Jawa Barat,Kota Bogor,Kec. Kota Bogor Tengah,020000,026100,026104,SD,3,2026-06-08 22:59:10,324,282,80,0,5,606,85,3,0,Full_Provinsi_Data.csv
2026,Prov. Jawa Barat,Kota Bogor,Kec. Kota Bogor Tengah,020000,026100,026104,SMP,2,2026-06-08 22:59:10,1382,1628,0,0,0,3010,0,1,1,Full_Provinsi_Data.csv
2026,Prov. Jawa Barat,Kota Bogor,Kec. Kota Bogor Timur,020000,026100,026102,PAUD,6,2026-06-08 22:59:10,180,164,7,2,0,344,9,0,6,Full_Provinsi_Data.csv
2026,Prov. Jawa Barat,Kota Bogor,Kec. Kota Bogor Timur,020000,026100,026102,SD,3,2026-06-08 22:59:11,670,622,9,0,0,1292,9,3,0,Full_Provinsi_Data.csv
2026,Prov. Jawa Barat,Kota Bogor,Kec. Tanah Sareal,020000,026100,026106,PAUD,8,2026-06-08 22:59:11,174,152,1,1,2,326,4,0,8,Full_Provinsi_Data.csv
2026,Prov. Jawa Barat,Kota Bogor,Kec. Tanah Sareal,020000,026100,026106,SD,6,2026-06-08 22:59:11,1006,966,0,2,0,1972,2,6,0,Full_Provinsi_Data.csv
2026,Prov. Jawa Barat,Kota Bandung,Kec. Antapani,020000,026000,026031,SD,1,2026-06-08 22:59:05,328,288,18,0,0,616,18,1,0,Full_Provinsi_Data.csv
2026,Prov. Jawa Barat,Kota Bandung,Kec. Antapani,020000,026000,026031,SMP,1,2026-06-08 22:59:05,1000,1028,4,2,0,2028,6,1,0,Full_Provinsi_Data.csv
2026,Prov. Jawa Barat,Kota Bandung,Kec. Arcamanik,020000,026000,026013,SD,1,2026-06-08 22:59:05,380,416,0,0,0,796,0,1,0,Full_Provinsi_Data.csv
2026,Prov. Jawa Barat,Kota Bandung,Kec. Bandung Kulon,020000,026000,026001,SD,1,2026-06-08 22:59:05,440,514,0,0,0,954,0,1,0,Full_Provinsi_Data.csv
2026,Prov. Jawa Barat,Kota Bandung,Kec. Bandung Wetan,020000,026000,026020,SD,1,2026-06-08 22:59:05,654,706,0,0,0,1360,0,1,0,Full_Provinsi_Data.csv
2026,Prov. Jawa Barat,Kota Bandung,Kec. Bandung Wetan,020000,026000,026020,SMP,1,2026-06-08 22:59:05,1008,1024,0,0,0,2032,0,1,0,Full_Provinsi_Data.csv
2026,Prov. Jawa Barat,Kota Bandung,Kec. Batununggal,020000,026000,026016,SMP,2,2026-06-08 22:59:05,840,930,4,0,0,1770,4,2,0,Full_Provinsi_Data.csv
2026,Prov. Jawa Barat,Kota Bandung,Kec. Bojong Loa Kidul,020000,026000,026004,SMP,1,2026-06-08 22:59:05,210,170,0,0,0,380,0,0,1,Full_Provinsi_Data.csv
2026,Prov. Jawa Barat,Kota Bandung,Kec. Cibeunying Kidul,020000,026000,026021,SMP,1,2026-06-08 22:59:06,848,792,7,0,0,1640,7,1,0,Full_Provinsi_Data.csv
2026,Prov. Jawa Barat,Kota Bandung,Kec. Coblong,020000,026000,026023,SD,1,2026-06-08 22:59:06,714,740,25,2,0,1454,27,1,0,Full_Provinsi_Data.csv
2026,Prov. Jawa Barat,Kota Bandung,Kec. Kiaracondong,020000,026000,026015,SMP,2,2026-06-08 22:59:06,2060,1896,30,26,54,3956,110,2,0,Full_Provinsi_Data.csv
2026,Prov. Jawa Barat,Kota Bandung,Kec. Panyileukan,020000,026000,026028,SMP,3,2026-06-08 22:59:06,746,790,0,1,0,1536,1,2,1,Full_Provinsi_Data.csv
2026,Prov. Jawa Barat,Kota Bandung,Kec. Rancasari,020000,026000,026010,SMP,2,2026-06-08 22:59:06,1430,1350,0,0,0,2780,0,2,0,Full_Provinsi_Data.csv
2026,Prov. Jawa Barat,Kota Bandung,Kec. Regol,020000,026000,026006,SD,1,2026-06-08 22:59:06,450,442,0,0,0,892,0,1,0,Full_Provinsi_Data.csv
2026,Prov. Jawa Barat,Kota Bandung,Kec. Regol,020000,026000,026006,SMP,1,2026-06-08 22:59:06,1118,988,0,0,0,2106,0,1,0,Full_Provinsi_Data.csv
2026,Prov. Jawa Barat,Kota Bandung,Kec. Sukajadi,020000,026000,026024,SD,2,2026-06-08 22:59:06,924,848,1,0,0,1772,1,2,0,Full_Provinsi_Data.csv
2026,Prov. Jawa Barat,Kota Bandung,Kec. Sukasari,020000,026000,026025,SD,2,2026-06-08 22:59:07,762,708,0,0,0,1470,0,2,0,Full_Provinsi_Data.csv
2026,Prov. Jawa Barat,Kab. Pangandaran,KEC. CIGUGUR,020000,022500,022553,PAUD,1,2026-06-08 22:58:51,32,32,0,0,0,64,0,0,1,Full_Provinsi_Data.csv
2026,Prov. Jawa Barat,Kab. Pangandaran,KEC. CIGUGUR,020000,022500,022553,SD,13,2026-06-08 22:58:51,814,762,22,0,0,1576,22,13,0,Full_Provinsi_Data.csv
2026,Prov. Jawa Barat,Kab. Pangandaran,KEC. CIGUGUR,020000,022500,022553,SMP,1,2026-06-08 22:58:51,230,216,21,0,0,446,21,1,0,Full_Provinsi_Data.csv
2026,Prov. Jawa Barat,Kab. Pangandaran,KEC. CIJULANG,020000,022500,022551,SD,14,2026-06-08 22:58:51,558,540,9,0,0,1098,9,13,1,Full_Provinsi_Data.csv
2026,Prov. Jawa Barat,Kab. Pangandaran,KEC. CIMERAK,020000,022500,022552,PAUD,5,2026-06-08 22:58:51,54,60,0,1,0,114,1,2,3,Full_Provinsi_Data.csv
2026,Prov. Jawa Barat,Kab. Pangandaran,KEC. CIMERAK,020000,022500,022552,SD,19,2026-06-08 22:58:51,1108,992,59,3,1,2100,63,19,0,Full_Provinsi_Data.csv
2026,Prov. Jawa Barat,Kab. Pangandaran,KEC. CIMERAK,020000,022500,022552,SMP,4,2026-06-08 22:58:51,100,40,32,5,3,140,40,4,0,Full_Provinsi_Data.csv
2026,Prov. Jawa Barat,Kab. Pangandaran,KEC. KALIPUCANG,020000,022500,022557,SD,17,2026-06-08 22:58:52,1112,942,83,1,1,2054,85,17,0,Full_Provinsi_Data.csv
2026,Prov. Jawa Barat,Kab. Pangandaran,KEC. KALIPUCANG,020000,022500,022557,SMP,4,2026-06-08 22:58:52,1080,1058,17,4,0,2138,21,4,0,Full_Provinsi_Data.csv
2026,Prov. Jawa Barat,Kab. Pangandaran,KEC. LANGKAPLANCAR,020000,022500,022554,SD,13,2026-06-08 22:58:52,938,886,13,0,0,1824,13,13,0,Full_Provinsi_Data.csv
2026,Prov. Jawa Barat,Kab. Pangandaran,KEC. LANGKAPLANCAR,020000,022500,022554,SMP,1,2026-06-08 22:58:52,100,70,7,0,0,170,7,1,0,Full_Provinsi_Data.csv
2026,Prov. Jawa Barat,Kab. Pangandaran,KEC. MANGUNJAYA,020000,022500,022555,PAUD,3,2026-06-08 22:58:52,100,88,8,0,0,188,8,0,3,Full_Provinsi_Data.csv
2026,Prov. Jawa Barat,Kab. Pangandaran,KEC. MANGUNJAYA,020000,022500,022555,SD,5,2026-06-08 22:58:52,138,160,53,1,0,298,54,5,0,Full_Provinsi_Data.csv
2026,Prov. Jawa Barat,Kab. Pangandaran,KEC. PADAHERANG,020000,022500,022556,PAUD,8,2026-06-08 22:58:52,66,58,4,1,0,124,5,3,5,Full_Provinsi_Data.csv
2026,Prov. Jawa Barat,Kab. Pangandaran,KEC. PADAHERANG,020000,022500,022556,SD,5,2026-06-08 22:58:53,334,360,15,2,0,694,17,5,0,Full_Provinsi_Data.csv
2026,Prov. Jawa Barat,Kab. Pangandaran,KEC. PADAHERANG,020000,022500,022556,SMP,2,2026-06-08 22:58:53,930,912,12,0,0,1842,12,2,0,Full_Provinsi_Data.csv
2026,Prov. Jawa Barat,Kab. Pangandaran,KEC. PANGANDARAN,020000,022500,022558,PAUD,25,2026-06-08 22:58:53,396,446,3,0,0,842,3,2,23,Full_Provinsi_Data.csv
2026,Prov. Jawa Barat,Kab. Pangandaran,KEC. PANGANDARAN,020000,022500,022558,SD,18,2026-06-08 22:58:53,1738,1600,107,1,121,3338,229,17,1,Full_Provinsi_Data.csv
2026,Prov. Jawa Barat,Kab. Pangandaran,KEC. PANGANDARAN,020000,022500,022558,SMP,2,2026-06-08 22:58:53,320,266,45,0,0,586,45,2,0,Full_Provinsi_Data.csv
2026,Prov. Jawa Barat,Kab. Pangandaran,KEC. PARIGI,020000,022500,022560,SD,31,2026-06-08 22:58:53,1150,1078,90,33,1,2228,124,30,1,Full_Provinsi_Data.csv
2026,Prov. Jawa Barat,Kab. Pangandaran,KEC. PARIGI,020000,022500,022560,SMP,1,2026-06-08 22:58:53,100,80,0,0,0,180,0,0,1,Full_Provinsi_Data.csv
2026,Prov. Jawa Barat,Kab. Pangandaran,KEC. SIDAMULIH,020000,022500,022559,SD,10,2026-06-08 22:58:53,814,718,57,0,0,1532,57,10,0,Full_Provinsi_Data.csv
2026,Prov. Jawa Barat,Kab. Pangandaran,KEC. SIDAMULIH,020000,022500,022559,SMP,2,2026-06-08 22:58:54,792,772,47,0,0,1564,47,2,0,Full_Provinsi_Data.csv
2026,Prov. Jawa Barat,Kab. Bandung Barat,Kec. Cihampelas,020000,022300,022305,SD,1,2026-06-08 22:58:19,224,184,0,0,0,408,0,1,0,Full_Provinsi_Data.csv
2026,Prov. Jawa Barat,Kab. Bandung Barat,Kec. Cipeundeuy,020000,022300,022315,PAUD,1,2026-06-08 22:58:20,22,26,0,0,0,48,0,0,1,Full_Provinsi_Data.csv
2026,Prov. Jawa Barat,Kab. Bandung Barat,Kec. Cipeundeuy,020000,022300,022315,SMP,1,2026-06-08 22:58:20,174,156,1,3,0,330,4,1,0,Full_Provinsi_Data.csv
2026,Prov. Jawa Barat,Kab. Bandung Barat,Kec. Cipongkor,020000,022300,022306,SD,1,2026-06-08 22:58:20,344,372,0,0,0,716,0,1,0,Full_Provinsi_Data.csv
2026,Prov. Jawa Barat,Kab. Bandung Barat,Kec. Cipongkor,020000,022300,022306,SMP,1,2026-06-08 22:58:20,108,152,0,0,0,260,0,1,0,Full_Provinsi_Data.csv
2026,Prov. Jawa Barat,Kab. Bandung Barat,Kec. Cisarua,020000,022300,022313,SMP,3,2026-06-08 22:58:20,1272,1310,5,3,3,2582,11,3,0,Full_Provinsi_Data.csv
2026,Prov. Jawa Barat,Kab. Bandung Barat,Kec. Lembang,020000,022300,022312,SMP,3,2026-06-08 22:58:20,246,258,15,0,0,504,15,0,3,Full_Provinsi_Data.csv
2026,Prov. Jawa Barat,Kab. Bandung Barat,Kec. Ngamprah,020000,022300,022310,SD,1,2026-06-08 22:58:20,186,166,3,0,0,352,3,1,0,Full_Provinsi_Data.csv
2026,Prov. Jawa Barat,Kab. Bandung Barat,Kec. Ngamprah,020000,022300,022310,SMP,2,2026-06-08 22:58:20,1758,1588,0,0,0,3346,0,2,0,Full_Provinsi_Data.csv
2026,Prov. Jawa Barat,Kab. Bandung Barat,Kec. Padalarang,020000,022300,022309,PAUD,4,2026-06-08 22:58:21,18,30,34,28,0,48,62,0,4,Full_Provinsi_Data.csv
2026,Prov. Jawa Barat,Kab. Bandung Barat,Kec. Parongpong,020000,022300,022311,PAUD,1,2026-06-08 22:58:21,16,16,0,0,0,32,0,0,1,Full_Provinsi_Data.csv
2026,Prov. Jawa Barat,Kab. Bandung Barat,Kec. Sindangkerta,020000,022300,022303,SD,1,2026-06-08 22:58:21,374,284,2,0,0,658,2,1,0,Full_Provinsi_Data.csv
2026,Prov. Jawa Barat,Kab. Bekasi,Kec. Cibitung,020000,022200,022207,SD,3,2026-06-08 22:58:21,36,42,0,1,0,78,1,2,1,Full_Provinsi_Data.csv
2026,Prov. Jawa Barat,Kab. Bekasi,Kec. Cikarang Pusat,020000,022200,022224,SMP,1,2026-06-08 22:58:22,14,12,0,0,0,26,0,0,1,Full_Provinsi_Data.csv
2026,Prov. Jawa Barat,Kab. Bekasi,Kec. Cikarang Selatan,020000,022200,022221,SMP,2,2026-06-08 22:58:22,110,148,6,22,7,258,35,1,1,Full_Provinsi_Data.csv
